Type,GeoJSON,H_Region,Parish,H_Name,Address,Telephone,Sub Type,Accuracy,X,Y
Health Centre,"{""coordinates"": [-77.40009357735117, 18.212208676811414], ""type"": ""Point""}",Southern,Clarendon,Aenon Town,Aenon Town P.O.,,1,Digitizing,707678.812272,673533.311374
Health Centre,"{""coordinates"": [-77.4364590060752, 18.180433253407738], ""type"": ""Point""}",Southern,Clarendon,Alston,Alston P.O.,,2,Digitizing,703823.869677,670024.990593
Health Centre,"{""coordinates"": [-77.2475938036256, 18.154005446827018], ""type"": ""Point""}",Southern,Clarendon,Brandon Hill,Brandon Hill P.A.,,1,Digitizing,723801.352277,667063.031097
Health Centre,"{""coordinates"": [-77.237624999997, 17.968505555555737], ""type"": ""Point""}",Southern,Clarendon,Bryant Crescent,"38 Bryant Crescent, May Pen P.O.",,3,GPS,724829.867957,646530.317131
Health Centre,"{""coordinates"": [-77.27029824987993, 18.082960524663797], ""type"": ""Point""}",Southern,Clarendon,Chapleton,Chapleton P.O.,987-2215,6,Digitizing,721387.464533,659203.001531
Health Centre,"{""coordinates"": [-77.26525058719642, 18.145149389582638], ""type"": ""Point""}",Southern,Clarendon,Colonel's Ridge,Colonel's Ridge P.O.,,1,Digitizing,721931.633661,666085.405596
Health Centre,"{""coordinates"": [-77.20650891004532, 18.131046493597818], ""type"": ""Point""}",Southern,Clarendon,Croft's Hill,Croft's Hill P.O.,,2,Digitizing,728145.836628,664516.557917
Health Centre,"{""coordinates"": [-77.31628803351725, 18.13665064713291], ""type"": ""Point""}",Southern,Clarendon,Crooked River,Crooked River P.O.,,1,Digitizing,716529.338015,665153.215815
Health Centre,"{""coordinates"": [-77.42905420673418, 18.11189626649533], ""type"": ""Point""}",Southern,Clarendon,Cumberland,Cumberland P.O.,,1,Digitizing,704589.721163,662437.342385
Health Centre,"{""coordinates"": [-77.33862297479679, 18.00585085404934], ""type"": ""Point""}",Southern,Clarendon,Darlowe,Darlowe P.O.,,1,Digitizing,714139.342311,650680.321469
Health Centre,"{""coordinates"": [-77.3657963203556, 18.147719888904238], ""type"": ""Point""}",Southern,Clarendon,Frankfield,Franfield P.O.,904-4113,3,Digitizing,711292.628264,666388.019857
Health Centre,"{""coordinates"": [-77.24397979890293, 17.93237359950266], ""type"": ""Point""}",Southern,Clarendon,Halse Hall,Halse Hall P.A.,,1,Digitizing,724151.481909,642532.114719
Health Centre,"{""coordinates"": [-77.33548344300247, 18.172495654912105], ""type"": ""Point""}",Southern,Clarendon,James Hill,James Hill P.O.,,2,Digitizing,714505.196046,669124.196873
Health Centre,"{""coordinates"": [-77.22807910609706, 18.1692981922621], ""type"": ""Point""}",Southern,Clarendon,Kellits,Kellits P.O.,966-8303,3,Digitizing,725868.342383,668753.023102
Health Centre,"{""coordinates"": [-77.40629441631451, 18.158387114897664], ""type"": ""Point""}",Southern,Clarendon,Leicesterfield,Leicesterfield P.O.,,1,Digitizing,707009.84576,667577.615135
Health Centre,"{""coordinates"": [-77.2395055363349, 17.807147094778955], ""type"": ""Point""}",Southern,Clarendon,Lionel Town,Lionel Town P.O.,986-3213,3,Digitizing,724607.605345,628671.537162
Health Centre,"{""coordinates"": [-77.25905833333044, 17.9745250000011], ""type"": ""Point""}",Southern,Clarendon,May Pen,Denbigh P.O.,,3,GPS,722560.501103,647199.58989
Health Centre,"{""coordinates"": [-77.35216666666835, 17.88148333333108], ""type"": ""Point""}",Southern,Clarendon,Milk River,Milk River  P.O.,,2,GPS,712678.90298,636918.043124
Health Centre,"{""coordinates"": [-77.20607457217501, 17.806394868954463], ""type"": ""Point""}",Southern,Clarendon,Mitchell Town,Mitchell Town P.O.,,1,Digitizing,728151.864524,628584.022895
Health Centre,"{""coordinates"": [-77.33718333333313, 18.044083333329482], ""type"": ""Point""}",Southern,Clarendon,Mocho,Mocho  P.O.,,2,GPS,714299.497611,654911.633662
Health Centre,"{""coordinates"": [-77.46796778892943, 18.195937727930193], ""type"": ""Point""}",Southern,Clarendon,Moravia,Moravia P.O.,,1,Digitizing,700494.667524,671749.199382
Health Centre,"{""coordinates"": [-77.29251051869849, 18.109543465925988], ""type"": ""Point""}",Southern,Clarendon,Pennants,Pennants P.A.,,1,Digitizing,719040.819035,662148.810141
Health Centre,"{""coordinates"": [-77.283204751007, 17.83451002943047], ""type"": ""Point""}",Southern,Clarendon,Race Course,Race Course P.O.,,3,Digitizing,719979.24051,631706.56351
Health Centre,"{""coordinates"": [-77.23990000000113, 17.859699999998835], ""type"": ""Point""}",Southern,Clarendon,Raymonds,Raymonds  P.A.,,2,GPS,724573.310084,634488.087488
Health Centre,"{""coordinates"": [-77.28993508526968, 18.17950820476526], ""type"": ""Point""}",Southern,Clarendon,Reckford,Reckford P.A.,,1,Digitizing,719325.510795,669892.237763
Health Centre,"{""coordinates"": [-77.21320503067076, 18.06923080842034], ""type"": ""Point""}",Southern,Clarendon,Rock River,Rock River P.O.,,2,Digitizing,727429.340956,657675.498918
Health Centre,"{""coordinates"": [-77.2635707945989, 17.774897190728705], ""type"": ""Point""}",Southern,Clarendon,Rocky Point,Rocky Point P.O.,,1,Digitizing,722051.132537,625105.623047
Health Centre,"{""coordinates"": [-77.17517105048628, 17.936483528046175], ""type"": ""Point""}",Southern,Clarendon,Sandy Bay,Sandy Bay P.A.,,1,Digitizing,731441.874005,642978.760262
Health Centre,"{""coordinates"": [-77.46362057198786, 18.154753896703774], ""type"": ""Point""}",Southern,Clarendon,Spaldings,Spaldings P.O.,964-0671,3,Digitizing,700943.151521,667189.711812
Health Centre,"{""coordinates"": [-77.36115742979179, 18.083850928343942], ""type"": ""Point""}",Southern,Clarendon,Thompson Town,Thompson Town P.O.,,3,Digitizing,711769.730244,659317.930281
Health Centre,"{""coordinates"": [-77.34843519408162, 17.96892042082371], ""type"": ""Point""}",Southern,Clarendon,Toll Gate,"Decoy Rd., Toll Gate P.O.",,2,Digitizing,713092.534128,646594.784403
Health Centre,"{""coordinates"": [-77.24219406332917, 17.86446232818591], ""type"": ""Point""}",Southern,Clarendon,Vere Technical,Vere,,8,Digitizing,724330.853931,635015.493523
Health Centre,"{""coordinates"": [-77.27386666666314, 17.944266666666795], ""type"": ""Point""}",Southern,Clarendon,York Town,York Town P.O.,,2,GPS,720987.054579,643852.856719
Health Centre,"{""coordinates"": [-78.14735636702939, 18.382739588220247], ""type"": ""Point""}",Western,Hanover,Askenish,Askenish P.O.,,2,GPS,628752.164008,692738.069158
Health Centre,"{""coordinates"": [-78.19937154332243, 18.410104939391726], ""type"": ""Point""}",Western,Hanover,Cacoon/Nyerere Farm,"Cacoon, Ken Jones P.O.",,1,GPS,623275.085531,695801.796066
Health Centre,"{""coordinates"": [-78.10563730462678, 18.397544795736014], ""type"": ""Point""}",Western,Hanover,Cascade,Cascade P.O.,,2,GPS,633170.57928,694350.004939
Health Centre,"{""coordinates"": [-78.27147015766853, 18.326132965737152], ""type"": ""Point""}",Western,Hanover,Cave Valley,"Cave Valley,  Green Island P.O.",,2,GPS,615593.565791,686558.175092
Health Centre,"{""coordinates"": [-77.94901876363718, 18.329767547678767], ""type"": ""Point""}",Western,Hanover,Chester Castle,,,2,GPS,649681.442053,686756.360331
Health Centre,"{""coordinates"": [-77.96837543846173, 18.375697005874837], ""type"": ""Point""}",Western,Hanover,Copse,Copse P.A.,,1,GPS,647661.862979,691850.643456
Health Centre,"{""coordinates"": [-78.19461637563266, 18.39740794109092], ""type"": ""Point""}",Western,Hanover,Dias,Dias P.O.,,2,GPS,623768.451929,694393.179173
Health Centre,"{""coordinates"": [-78.23160267686336, 18.366918456085056], ""type"": ""Point""}",Western,Hanover,Grange (Kendal),"Grange,  Cessnock P.O.",,2,GPS,619837.859589,691044.027254
Health Centre,"{""coordinates"": [-78.06253632909456, 18.39834802609235], ""type"": ""Point""}",Western,Hanover,Great Valley,Great Valley P.O.,,1,GPS,637725.390392,694412.282407
Health Centre,"{""coordinates"": [-78.27570138011778, 18.389183161796993], ""type"": ""Point""}",Western,Hanover,Green Island,Green Island P.O.,,3,GPS,615194.308679,693539.897521
Health Centre,"{""coordinates"": [-78.01325700921706, 18.455220081361784], ""type"": ""Point""}",Western,Hanover,Hopewell,Hopewell P.O.,,3,GPS,642966.917419,700678.114813
Health Centre,"{""coordinates"": [-78.19942556883443, 18.38614449605564], ""type"": ""Point""}",Western,Hanover,Kingsvale,Kingsvale P.A.,,1,GPS,623252.220993,693149.763724
Health Centre,"{""coordinates"": [-78.29926588628655, 18.34839286014125], ""type"": ""Point""}",Western,Hanover,Logwood,"Logwood, Santoy P.A.",,1,GPS,612672.606843,689042.346619
Health Centre,"{""coordinates"": [-78.17122390316803, 18.450797990672704], ""type"": ""Point""}",Western,Hanover,Lucea,"Fort Charlotte Dr., Lucea P.O.",,4,GPS,626277.561563,700286.94496
Health Centre,"{""coordinates"": [-78.12440911567809, 18.38270699310427], ""type"": ""Point""}",Western,Hanover,Maryland,Maryland P.O.,,1,GPS,631177.081923,692719.605438
Health Centre,"{""coordinates"": [-78.01835448373579, 18.34453104052058], ""type"": ""Point""}",Western,Hanover,Mount Peto,Mount Peto P.O.,,1,GPS,642361.171235,688429.334999
Health Centre,"{""coordinates"": [-78.07620692489877, 18.43236361495968], ""type"": ""Point""}",Western,Hanover,Mountpelier,"Mountpelier, Sandy Bay P.O.",,1,GPS,636302.735073,698185.670161
Health Centre,"{""coordinates"": [-77.99647739004801, 18.332386827953457], ""type"": ""Point""}",Western,Hanover,Ramble,Ramble P.O.,,2,GPS,644666.306718,687072.593633
Health Centre,"{""coordinates"": [-78.0723040136749, 18.449960014668022], ""type"": ""Point""}",Western,Hanover,Sandy Bay,Sandy Bay P.O.,,2,GPS,636726.3228,700130.971926
Health Centre,"{""coordinates"": [-76.78112057398981, 17.977217815107593], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Alpha Dental,"26 South Camp Rd., Kgn. 4",,8,Digitizing,773183.393116,647492.145775
Health Centre,"{""coordinates"": [-76.66968886739406, 17.941518631672754], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Bull Bay,Bull Bay P.O.,967-6340,1,Digitizing,784993.107366,643558.447715
Health Centre,"{""coordinates"": [-76.80401111111479, 17.97521388888565], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Chin Loy  (Opened February 2013),"Industrial Terrace, Kingston 14",,2,GPS,770759.09584,647267.638601
Health Centre,"{""coordinates"": [-76.74359999999568, 18.004224999998005], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Community Health Psychiatry,University of the West Indies (Kgn 6),,3,GPS,777153.382262,650486.39939
Health Centre,"{""coordinates"": [-76.79211666666981, 17.986344444444867], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Comprehensive,55  Slipe Pen Road (Kgn 5),,5,GPS,772017.570784,648500.941801
Health Centre,"{""coordinates"": [-76.68649322634495, 18.04465856057213], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Content Gap,Content Gap,,1,Digitizing,783193.556007,654970.901491
Health Centre,"{""coordinates"": [-76.70649046710601, 17.99724373463863], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Dallas,Dallas P.O.,,2,Digitizing,781084.591951,649719.53904
Health Centre,"{""coordinates"": [-76.79993611111287, 17.977797222217117], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Denham Town,"19 Wellington Street, Kgn 14",,3,GPS,771190.410175,647554.023089
Health Centre,"{""coordinates"": [-76.83091735750692, 18.024181430581066], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Drewsland,"Drews Avenue, Kgn. 20",,2,Digitizing,767904.251167,652684.57721
Health Centre,"{""coordinates"": [-76.84525555555679, 18.03221944444442], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Duhaney Park,"122a Baldwin Crescent, Kgn 20",,3,GPS,766385.229601,653572.904243
Health Centre,"{""coordinates"": [-76.78812287193219, 17.971233402475473], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,East Queen Street,Kingston,,8,Digitizing,772442.477039,646828.929246
Health Centre,"{""coordinates"": [-76.79090109207905, 18.03143254961276], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Edna Manley,"35a Grant's Pen Road, Kgn. 8",931-6377,3,Digitizing,772140.688142,653491.457161
Health Centre,"{""coordinates"": [-76.8611168080426, 18.11442645242515], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Essex Hall,Essex Hall P.A.,,1,Digitizing,764698.934099,662670.352517
Health Centre,"{""coordinates"": [-76.78823888889079, 17.997024999996963], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Glen Vincent,"3 Trevennion Park Road, Kgn 5",,3,GPS,772426.928007,649683.532846
Health Centre,"{""coordinates"": [-76.80654002602714, 18.096593575683535], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Golden Spring,Golden Spring P.A,,1,Digitizing,770477.216423,660701.755798
Health Centre,"{""coordinates"": [-76.71910068909072, 18.03708127076424], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Gordon Town,"Gordon Town Road, Gordon Town P.O.",927-1291,3,Digitizing,779742.407499,654126.707353
Health Centre,"{""coordinates"": [-76.82258333333529, 17.99993611111381], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Hagley Park,"118 Hagley Park Road,  Kgn 10",,3,GPS,768789.31292,650001.918244
Health Centre,"{""coordinates"": [-76.72761973627969, 18.00653200517513], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Hall's Delight,Hall's Delight,,1,Digitizing,778845.354684,650744.152695
Health Centre,"{""coordinates"": [-76.72017735603332, 17.951511142224607], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Harbour View,"Fort Nugent Drive, Kgn. 17",938-6513,3,Digitizing,779642.700452,644655.615314
Health Centre,"{""coordinates"": [-76.75580974915917, 18.01853840616399], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Jamaica College,"189 Old Hope Rd., Kgn 6",,8,Digitizing,775858.254538,652068.867747
Health Centre,"{""coordinates"": [-76.8423649544271, 18.15524470741911], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,King Weston,King Weston P.A.,942-6120,1,Digitizing,766679.726326,667189.793682
Health Centre,"{""coordinates"": [-76.848632624048, 18.128358722529292], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Lawrence Tavern,Lawrence Tavern P.O.,942-8523,2,Digitizing,766018.959339,664213.438056
Health Centre,"{""coordinates"": [-76.78980198255239, 17.969302234459885], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Lenworth Jacob,"East Street, Kgn.",,2,Digitizing,772264.864453,646614.985148
Health Centre,"{""coordinates"": [-76.828285930685, 17.998951527465668], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Majesty Gardens,"Majesty Gardens,Kgn. 11",,3,Digitizing,768185.480419,649892.375596
Health Centre,"{""coordinates"": [-76.79279574154646, 18.012917877336015], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Marriage Guidance,6 Hope Rd. Kgn.,929-6245,7,Digitizing,771942.361055,651442.01725
Health Centre,"{""coordinates"": [-76.79009444444765, 17.98010555555461], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Mary Issa (VOUCH),1 National Heroes Circle ( Kgn 4),,3,GPS,772232.532279,647810.662065
Health Centre,"{""coordinates"": [-76.65758579851722, 18.03141816096788], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Mavis Bank,Mavis Bank P.O.,942-7083,2,Digitizing,786256.927587,653510.859083
Health Centre,"{""coordinates"": [-76.80455555555564, 17.996013888889703], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Maxfield Park,89 Maxfield Avenue (Kgn 10),,5,GPS,770699.001736,649569.725205
Health Centre,"{""coordinates"": [-76.8641329339698, 18.147236526881823], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Mount Charles,"Mount Charles, Lawrence Tavern P.O.",,1,Digitizing,764377.056357,666301.605411
Health Centre,"{""coordinates"": [-76.82185409599602, 18.020909468032], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,"Myrth Coore Dental
",,,8,Digitizing,768864.312422,652323.333063
Health Centre,"{""coordinates"": [-76.76345726224899, 18.0223022168688], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,"National Chest Dental
",,,8,Digitizing,775047.898649,652484.398499
Health Centre,"{""coordinates"": [-76.75948157946334, 17.97576734848402], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Norman Gardens,Range Crescent Kgn. 2,,3,Digitizing,775475.571229,647334.447484
Health Centre,"{""coordinates"": [-76.81631388889201, 17.994908333336053], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Oak Glade (Opened April 2011),,,3,GPS,769453.829543,649446.088822
Health Centre,"{""coordinates"": [-76.82737222222588, 18.016016666661738], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Olympic Gardens,200 Olympic Way (Kgn 11),,3,GPS,768280.488692,651781.242351
Health Centre,"{""coordinates"": [-76.81830194696671, 17.988460792519554], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Operation Freindship,2c East Bell Road (Kgn),,3,Digitizing,769243.977664,648732.265984
Health Centre,"{""coordinates"": [-76.84337442839222, 18.07746933596829], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Padmore,Padmore P.A.,,1,Digitizing,766580.183381,658581.376045
Health Centre,"{""coordinates"": [-76.86516117926791, 18.09498965150032], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Parks Road,"Parks Road, Lawrence Tavern",,1,Digitizing,764272.455906,660518.737591
Health Centre,"{""coordinates"": [-76.83980916834888, 17.937473706690664], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Port Royal,Port Royal,,1,Digitizing,766970.984162,643086.917664
Health Centre,"{""coordinates"": [-76.84442315053896, 18.052792999537978], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Red Hills,"Red Hills Square, Red Hills P.O.",944-0241,2,Digitizing,766471.458725,655850.076895
Health Centre,"{""coordinates"": [-76.88150231618103, 18.078769724635404], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Rock Hall,Rock Hall P.A.,,1,Digitizing,762543.922429,658722.310318
Health Centre,"{""coordinates"": [-76.76752487296517, 17.977874808191263], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Rollington Town,"37a Giltress Road,Kgn 16",,3,Digitizing,774623.338254,647566.61456
Health Centre,"{""coordinates"": [-76.841287214754, 18.00679373108739], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Seaview Gardens,Seaview Gardens,,2,Digitizing,766807.829078,650759.126778
Health Centre,"{""coordinates"": [-76.8566642199676, 18.053918782760643], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,St. Margarets,Cedar Valley Road,,1,Digitizing,765175.358343,655973.635049
Health Centre,"{""coordinates"": [-76.79438322459997, 18.08332857557508], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Stony Hill,Stony Hill,,3,Digitizing,771765.608725,659234.950682
Health Centre,"{""coordinates"": [-76.81351753989352, 18.03719317776422], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Sunrise,Red Hills Road,,3,Digitizing,769745.278083,654126.493134
Health Centre,"{""coordinates"": [-76.79532366614694, 17.976725095218026], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Victoria Jubilee,North Street (Kgn),,7,GPS,771679.082912,647435.893219
Health Centre,"{""coordinates"": [-76.77565000000472, 17.969541666665652], ""type"": ""Point""}",Southeastern,Kingston & St. Andrew,Windward Road,16 ����� Windward Road,,5,GPS,773763.856156,646643.242112
Health Centre,"{""coordinates"": [-77.45244393103604, 18.081462870142627], ""type"": ""Point""}",Southern,Manchester,Bellefield,Bellefield P.O.,,2,Digitizing,702105.982555,659074.818443
Health Centre,"{""coordinates"": [-77.45628499767906, 18.119217113523703], ""type"": ""Point""}",Southern,Manchester,Bombay,Bombay P.A.,,1,Digitizing,701709.665874,663254.506286
Health Centre,"{""coordinates"": [-77.49065000000064, 18.163733333328345], ""type"": ""Point""}",Southern,Manchester,Christiana,Christiana P.O.,,3,GPS,698085.736877,668190.936014
Health Centre,"{""coordinates"": [-77.55920000000455, 18.240416666664593], ""type"": ""Point""}",Southern,Manchester,Craighead,Craighead P.A.,,1,GPS,690858.277703,676699.003593
Health Centre,"{""coordinates"": [-77.50096666667027, 17.89769999999974], ""type"": ""Point""}",Southern,Manchester,Cross Keys,Crosskeys P.O.,,3,GPS,696914.606054,638749.16551
Health Centre,"{""coordinates"": [-77.56048295098563, 17.944180332077075], ""type"": ""Point""}",Southern,Manchester,Downs,Downs P.O.,,2,Digitizing,690623.477393,643911.618625
Health Centre,"{""coordinates"": [-77.42129999999827, 17.974999999999316], ""type"": ""Point""}",Southern,Manchester,Harmons,Harmons  P.O.,,1,GPS,705375.981912,647283.691672
Health Centre,"{""coordinates"": [-77.565303679437, 18.178313274348156], ""type"": ""Point""}",Southern,Manchester,Harry Watch,Harry Watch P.A.,,2,Digitizing,690191.789098,669827.170419
Health Centre,"{""coordinates"": [-77.56668333333373, 18.023616666668456], ""type"": ""Point""}",Southern,Manchester,Lincoln,Lincoln P.O.,,2,GPS,689993.493741,652705.604999
Health Centre,"{""coordinates"": [-77.50834722222547, 18.040997222219335], ""type"": ""Point""}",Southern,Manchester,Mandeville Comprehensive,"3 Brigade St., Mandeville P.O.",,4,GPS,696176.004377,654611.383179
Health Centre,"{""coordinates"": [-77.54271099808071, 18.13396856265209], ""type"": ""Point""}",Southern,Manchester,Mile Gully,Mile Gully P.O.,,3,Digitizing,692567.684683,664911.861949
Health Centre,"{""coordinates"": [-77.50803141718809, 17.95646334460049], ""type"": ""Point""}",Southern,Manchester,Newport,Newport P.O.,,3,Digitizing,696183.805794,645255.084595
Health Centre,"{""coordinates"": [-77.46644614757935, 17.991672477660074], ""type"": ""Point""}",Southern,Manchester,Old England,Old England P.O.,,1,Digitizing,700598.762184,649140.446706
Health Centre,"{""coordinates"": [-77.40602315903868, 18.03444149330579], ""type"": ""Point""}",Southern,Manchester,Porus,Porus P.O.,904-0943,3,Digitizing,707008.506355,653859.076926
Health Centre,"{""coordinates"": [-77.41929100309088, 17.915168917482227], ""type"": ""Point""}",Southern,Manchester,Pratville,Pratville P.O.,,2,Digitizing,705573.799013,640661.132892
Health Centre,"{""coordinates"": [-77.4744333333306, 18.051633333336152], ""type"": ""Point""}",Southern,Manchester,Royal Flat,"Royal Flat,  Mandeville P.O.",,1,GPS,699769.823852,655779.0777
Health Centre,"{""coordinates"": [-76.68738333333454, 18.16596666666873], ""type"": ""Point""}",Northeastern,Portland,Bangor Ridge,Bangor Ridge P.O.,,1,GPS,783076.675124,668397.322807
Health Centre,"{""coordinates"": [-76.65731666666615, 18.233433333331707], ""type"": ""Point""}",Northeastern,Portland,Buff Bay,Buff Bay,,6,GPS,786244.099743,675870.368589
Health Centre,"{""coordinates"": [-76.71111666666529, 18.096966666669864], ""type"": ""Point""}",Northeastern,Portland,Cascade,"Cascade, Spring Hill P.O.",,1,GPS,780577.450463,660756.187808
Health Centre,"{""coordinates"": [-76.62913333333513, 18.17223333333151], ""type"": ""Point""}",Northeastern,Portland,Chepstowe,Chepstowe P.O.,,1,GPS,789238.471493,669102.29327
Health Centre,"{""coordinates"": [-76.33308333333795, 18.12698333333196], ""type"": ""Point""}",Northeastern,Portland,Fair Prospect,Priestman River P.O.,,2,GPS,820579.092303,664181.60225
Health Centre,"{""coordinates"": [-76.36216666667116, 18.163550000000324], ""type"": ""Point""}",Northeastern,Portland,Fairy Hill,Fairy Hill P.O.,,1,GPS,817487.323105,668218.035562
Health Centre,"{""coordinates"": [-76.45395143577012, 18.139210588905954], ""type"": ""Point""}",Northeastern,Portland,Fellowship,Fellowship P.O.,913-0678,2,Digitizing,807783.803062,665493.095772
Health Centre,"{""coordinates"": [-76.5527333333366, 18.161716666665694], ""type"": ""Point""}",Northeastern,Portland,Fruitful Vale,Shrewbury P.O.,,1,GPS,797324.545372,667956.11657
Health Centre,"{""coordinates"": [-76.56430000000314, 18.203133333335522], ""type"": ""Point""}",Northeastern,Portland,Hope Bay,Hope Bay P.O.,,2,GPS,796089.92564,672537.312371
Health Centre,"{""coordinates"": [-76.27753333333136, 18.046749999996333], ""type"": ""Point""}",Northeastern,Portland,Katus Blakey,Manchioneal P.O. (Closed since August 2012),,8,GPS,826492.464425,655323.348829
Health Centre,"{""coordinates"": [-76.27893333332878, 18.035966666663207], ""type"": ""Point""}",Northeastern,Portland,Manchioneal,Manchioneal P.O.,,3,GPS,826348.879157,654129.271914
Health Centre,"{""coordinates"": [-76.42798640229363, 18.077189001236498], ""type"": ""Point""}",Northeastern,Portland,Moore Town,Moore Town P.O.,,1,Digitizing,810552.637256,658636.750115
Health Centre,"{""coordinates"": [-76.52320000000189, 18.18096666666573], ""type"": ""Point""}",Northeastern,Portland,Mount Pleasant,Mount Pleasant P.O.,,1,GPS,800443.932727,670094.541188
Health Centre,"{""coordinates"": [-76.42150204781795, 18.151854668452707], ""type"": ""Point""}",Northeastern,Portland,Nonesuch,Look Out P.O.,,1,Digitizing,811213.276131,666902.979459
Health Centre,"{""coordinates"": [-76.44713055555854, 18.17441111111375], ""type"": ""Point""}",Northeastern,Portland,Port Antonio,"Smatt Rd., Port Antonio P.O.",,4,GPS,808493.98084,669391.302708
Health Centre,"{""coordinates"": [-76.4435666666637, 18.175066666661305], ""type"": ""Point""}",Northeastern,Portland,Port Antonio Primary,Port Antonio  P.O.,,8,GPS,808870.823942,669464.989129
Health Centre,"{""coordinates"": [-76.71551666667018, 18.128783333332677], ""type"": ""Point""}",Northeastern,Portland,Spring Hill,Spring Hill P.O.,,1,GPS,780106.320625,664276.992515
Health Centre,"{""coordinates"": [-76.5170666666663, 18.19674999999631], ""type"": ""Point""}",Northeastern,Portland,St. Margaret's Bay,St. Margaret's Bay P.O.,,1,GPS,801088.268387,671843.163715
Health Centre,"{""coordinates"": [-76.59163333333379, 18.161716666665438], ""type"": ""Point""}",Northeastern,Portland,Swift River,Swift River P.O.,,1,GPS,793208.607759,667946.619558
Health Centre,"{""coordinates"": [-77.34996736163625, 18.30757004612283], ""type"": ""Point""}",Northeastern,St. Ann,Alexandria,Alexandria P.O.,975-2372,6,Digitizing,713000.990175,684077.594957
Health Centre,"{""coordinates"": [-77.2608135415133, 18.39086986902376], ""type"": ""Point""}",Northeastern,St. Ann,Bamboo,Bamboo P.O.,972-6700,2,Digitizing,722439.411685,693282.223931
Health Centre,"{""coordinates"": [-77.21285507063406, 18.23779029071373], ""type"": ""Point""}",Northeastern,St. Ann,Bensonton,Bensonton P.O.,,2,Digitizing,727487.806842,676332.042742
Health Centre,"{""coordinates"": [-77.2022, 18.435249999995822], ""type"": ""Point""}",Northeastern,St. Ann,Beth Jacob Family Planning,St. Ann's Bay P.O.,,7,GPS,728638.553607,698186.835914
Health Centre,"{""coordinates"": [-77.01570112630733, 18.256917534335965], ""type"": ""Point""}",Northeastern,St. Ann,Blackstonehenge,Blackstonehenge P.O.,,1,Digitizing,748339.580523,678436.275675
Health Centre,"{""coordinates"": [-77.4814656121151, 18.21941265831205], ""type"": ""Point""}",Northeastern,St. Ann,Bohemia,Bohemia P.A.,,1,Digitizing,699073.511253,674351.133824
Health Centre,"{""coordinates"": [-77.4280824013359, 18.197246875512676], ""type"": ""Point""}",Northeastern,St. Ann,Borobridge,Borobridge P.O.,,2,Digitizing,704714.385859,671883.904177
Health Centre,"{""coordinates"": [-77.35129469380013, 18.389126695757525], ""type"": ""Point""}",Northeastern,St. Ann,Brown's Town,Brown's Town P.O.,975-2338,3,Digitizing,712877.766535,693105.059356
